timestamp,symbol,sector,direction,brain1_prob,brain2_conviction,rel_strength,score,price,action,reason
2026-03-12 09:15:01,SUNDARMFIN,Finance,FLAT,0.4089,0.0,-1.7965,0.0,5251.0,SKIP,LOW_PROB
2026-03-12 09:15:01,VEDL,Metals,FLAT,0.3601,0.0,-1.1886,0.0,723.45,SKIP,LOW_PROB
2026-03-12 09:15:01,ADANIENT,Metals,FLAT,0.3875,0.0,-1.3387,0.0,1962.2,SKIP,LOW_PROB
2026-03-12 09:15:01,TORNTPHARM,Pharma,FLAT,0.2741,0.0,-0.5562,0.0,4406.0,SKIP,LOW_PROB
2026-03-12 09:15:01,MAXHEALTH,Pharma,FLAT,0.4177,0.0,-3.1478,0.0,1023.5,SKIP,LOW_PROB
2026-03-12 09:15:01,NAVINFLUOR,Metals,FLAT,0.3415,0.0,-1.8082,0.0,6315.0,SKIP,LOW_PROB
2026-03-12 09:15:01,COLPAL,FMCG,FLAT,0.3875,0.0,0.3151,0.0,2040.0,SKIP,LOW_PROB
2026-03-12 09:15:01,PGHH,FMCG,FLAT,0.4577,0.0,1.6879,0.0,10726.0,SKIP,LOW_PROB
2026-03-12 09:15:01,BLUESTARCO,Consumer,FLAT,0.4089,0.0,0.212,0.0,1941.0,SKIP,LOW_PROB
2026-03-12 09:15:01,FEDERALBNK,Finance,FLAT,0.3902,0.0,-2.0118,0.0,266.0,SKIP,LOW_PROB
2026-03-12 09:15:01,GODREJIND,Infrastructure,FLAT,0.4346,0.0,-1.7542,0.0,885.0,SKIP,LOW_PROB
2026-03-12 09:15:01,HYUNDAI,Auto,FLAT,0.3875,0.0,-0.9605,0.0,2001.4,SKIP,LOW_PROB
2026-03-12 09:15:01,LTTS,IT,FLAT,0.3509,0.0,0.2811,0.0,3096.3,SKIP,LOW_PROB
2026-03-12 09:15:01,IPCALAB,Pharma,FLAT,0.4521,0.0,-0.8013,0.0,1543.0,SKIP,LOW_PROB
2026-03-12 09:15:01,ETERNAL,Consumer,FLAT,0.4346,0.0,-0.494,0.0,220.0,SKIP,LOW_PROB
2026-03-12 09:15:01,MPHASIS,IT,FLAT,0.3111,0.0,-0.0294,0.0,2179.0,SKIP,LOW_PROB
2026-03-12 09:15:01,ABCAPITAL,Finance,FLAT,0.4497,0.0,-1.3019,0.0,319.85,SKIP,LOW_PROB
2026-03-12 09:15:01,POONAWALLA,Finance,FLAT,0.3901,0.0,-1.4944,0.0,411.0,SKIP,LOW_PROB
2026-03-12 09:15:01,MEDANTA,Pharma,FLAT,0.3902,0.0,-2.5484,0.0,1090.0,SKIP,LOW_PROB
2026-03-12 09:15:01,3MINDIA,Infrastructure,FLAT,0.3129,0.0,-0.0742,0.0,33720.0,SKIP,LOW_PROB
2026-03-12 09:15:01,PERSISTENT,IT,FLAT,0.3329,0.0,-0.1161,0.0,4725.0,SKIP,LOW_PROB
2026-03-12 09:15:01,DIXON,Consumer,FLAT,0.3684,0.0,-0.1177,0.0,10416.0,SKIP,LOW_PROB
2026-03-12 09:15:01,UNITDSPR,FMCG,FLAT,0.3415,0.0,1.7411,0.0,1366.0,SKIP,LOW_PROB
2026-03-12 09:15:01,GRASIM,Cement,FLAT,0.3684,0.0,0.2738,0.0,2711.2,SKIP,LOW_PROB
2026-03-12 09:15:01,MCX,Finance,FLAT,0.3111,0.0,-1.4176,0.0,2522.6,SKIP,LOW_PROB
2026-03-12 09:15:01,ICICIBANK,Banking,FLAT,0.3235,0.0,0.5276,0.0,1273.7,SKIP,LOW_PROB
2026-03-12 09:15:01,BDL,Infrastructure,FLAT,0.3875,0.0,-1.1074,0.0,1337.6,SKIP,LOW_PROB
2026-03-12 09:15:01,BANDHANBNK,Finance,FLAT,0.4608,0.0,0.3026,0.0,179.0,SKIP,LOW_PROB
2026-03-12 09:15:01,JKCEMENT,Cement,FLAT,0.3568,0.0,0.9863,0.0,5087.5,SKIP,LOW_PROB
2026-03-12 09:15:01,PREMIERENE,Infrastructure,FLAT,0.4279,0.0,1.4954,0.0,775.15,SKIP,LOW_PROB
2026-03-12 09:15:01,ULTRACEMCO,Cement,FLAT,0.3299,0.0,-1.0511,0.0,11394.0,SKIP,LOW_PROB
2026-03-12 09:15:01,FORTIS,Pharma,FLAT,0.3875,0.0,-2.3346,0.0,874.0,SKIP,LOW_PROB
2026-03-12 09:15:01,AUBANK,Banking,FLAT,0.4346,0.0,-0.9998,0.0,901.95,SKIP,LOW_PROB
2026-03-12 09:15:01,WAAREEENER,Infrastructure,FLAT,0.3684,0.0,-0.5726,0.0,2647.3,SKIP,LOW_PROB
2026-03-12 09:15:01,COROMANDEL,Metals,FLAT,0.4089,0.0,-1.5233,0.0,1999.9,SKIP,LOW_PROB
2026-03-12 09:15:01,NESTLEIND,FMCG,FLAT,0.2904,0.0,-0.0973,0.0,1225.1,SKIP,LOW_PROB
2026-03-12 09:15:01,DIVISLAB,Pharma,FLAT,0.2942,0.0,-1.14,0.0,6300.0,SKIP,LOW_PROB
2026-03-12 09:15:01,DELHIVERY,Consumer,FLAT,0.4459,0.0,0.0479,0.0,415.0,SKIP,LOW_PROB
2026-03-12 09:15:01,SCHAEFFLER,Auto,FLAT,0.4149,0.0,0.302,0.0,4050.0,SKIP,LOW_PROB
2026-03-12 09:15:01,HAVELLS,Consumer,FLAT,0.4608,0.0,0.7258,0.0,1357.7,SKIP,LOW_PROB
2026-03-12 09:15:01,BIOCON,Pharma,FLAT,0.3902,0.0,-1.2003,0.0,393.0,SKIP,LOW_PROB
2026-03-12 09:15:01,ADANIPOWER,Energy,FLAT,0.3235,0.0,-1.5391,0.0,138.01,SKIP,LOW_PROB
2026-03-12 09:15:01,BOSCHLTD,Auto,SHORT,0.7107,154.65,2.0,109.91,31480.0,SKIP,TIME_GATE_LOCK
2026-03-12 09:15:01,PIIND,Metals,FLAT,0.3875,0.0,-1.8822,0.0,2997.0,SKIP,LOW_PROB
2026-03-12 09:15:01,ATGL,Energy,SHORT,0.6283,154.23,1.2884,96.9,604.4,SKIP,TIME_GATE_LOCK
2026-03-12 09:15:01,MAZDOCK,Infrastructure,FLAT,0.4346,0.0,-1.4331,0.0,2410.0,SKIP,LOW_PROB
2026-03-12 09:15:01,DABUR,FMCG,FLAT,0.4608,0.0,0.3725,0.0,465.7,SKIP,LOW_PROB
2026-03-12 09:15:01,GODFRYPHLP,FMCG,FLAT,0.4811,0.0,0.9546,0.0,2093.9,SKIP,LOW_PROB
2026-03-12 09:15:01,HEROMOTOCO,Auto,FLAT,0.4521,0.0,1.1349,0.0,5569.0,SKIP,LOW_PROB
2026-03-12 09:15:01,FACT,Metals,FLAT,0.5576,0.0,0.1159,0.0,853.95,SKIP,LOW_PROB
2026-03-12 09:15:01,IRCTC,Consumer,FLAT,0.3875,0.0,0.0312,0.0,530.35,SKIP,LOW_PROB
2026-03-12 09:15:01,ENDURANCE,Auto,FLAT,0.4275,0.0,1.1556,0.0,2439.6,SKIP,LOW_PROB
2026-03-12 09:15:01,HINDUNILVR,FMCG,FLAT,0.2741,0.0,-0.3218,0.0,2153.3,SKIP,LOW_PROB
2026-03-12 09:15:01,DIXON,Consumer,FLAT,0.6454,0.0,0.2267,0.0,10396.0,SKIP,LOW_PROB
2026-03-12 09:15:01,COALINDIA,Energy,FLAT,0.4149,0.0,-0.1871,0.0,450.35,SKIP,LOW_PROB
2026-03-12 09:15:01,IOC,Energy,FLAT,0.4497,0.0,-1.498,0.0,156.82,SKIP,LOW_PROB
2026-03-12 09:15:01,BSE,Finance,FLAT,0.4089,0.0,-0.4951,0.0,2818.8,SKIP,LOW_PROB
2026-03-12 09:15:01,CUMMINSIND,Infrastructure,FLAT,0.3832,0.0,-1.0882,0.0,4626.7,SKIP,LOW_PROB
2026-03-12 09:15:01,ALKEM,Pharma,FLAT,0.3875,0.0,-2.7784,0.0,5524.0,SKIP,LOW_PROB
2026-03-12 09:15:02,SRF,Metals,FLAT,0.5894,0.0,-0.9831,0.0,2460.7,SKIP,LOW_PROB
2026-03-12 09:15:02,GLENMARK,Pharma,FLAT,0.4279,0.0,-1.1988,0.0,2266.5,SKIP,LOW_PROB
2026-03-12 09:15:02,OFSS,IT,SHORT,0.7202,157.23,1.3451,113.24,6740.5,SKIP,TIME_GATE_LOCK
2026-03-12 09:15:02,BSE,Finance,FLAT,0.4037,0.0,-0.4704,0.0,2813.2,SKIP,LOW_PROB
2026-03-12 09:15:02,FACT,Metals,FLAT,0.6454,0.0,-0.2776,0.0,857.65,SKIP,LOW_PROB
2026-03-12 09:15:02,BLUESTARCO,Consumer,FLAT,0.3875,0.0,0.111,0.0,1935.6,SKIP,LOW_PROB
2026-03-12 09:15:02,DRREDDY,Pharma,FLAT,0.2741,0.0,-1.017,0.0,1324.2,SKIP,LOW_PROB
2026-03-12 09:15:02,DIXON,Consumer,FLAT,0.519,0.0,0.2442,0.0,10398.0,SKIP,LOW_PROB
2026-03-12 09:15:02,NAVINFLUOR,Metals,SHORT,0.7297,158.15,-0.4055,115.41,6276.0,SKIP,TIME_GATE_LOCK
2026-03-12 09:15:02,HDFCAMC,Finance,FLAT,0.4608,0.0,-1.5797,0.0,2435.5,SKIP,LOW_PROB
